-rwx------@ 1 krishnendu  staff    39K May 26 23:41 ./Manuscript/BABAPPA_method_paper_auxiliary_saturation.log
-rwx------  1 krishnendu  staff    15K Apr 25 11:11 ./babappa_scale_test_1000.log
-rwx------  1 krishnendu  staff   1.3K Apr 25 11:11 ./baseline_scale_test_1000/baseline_model.npz
-rwx------  1 krishnendu  staff   1.2K Apr 26 06:50 ./baseline_smoke_c14/baseline_model.npz
-rw-r--r--@ 1 krishnendu  staff    20M May 26 02:30 ./branch_aggregation_explicit_branch_truth_100k_mps_high_streamed/branch_site_to_branch_predictions.tsv
-rw-r--r--@ 1 krishnendu  staff    49M May 26 02:30 ./branch_site_calibration_explicit_branch_truth_100k_mps_high_streamed/branch_site_calibrated_predictions.tsv
-rwx------  1 krishnendu  staff    12M May 14 04:35 ./branch_site_calibration_fast_external_10k_extreme_streamed/branch_site_calibrated_predictions.tsv
-rwx------  1 krishnendu  staff    12M May 13 14:05 ./branch_site_calibration_fast_external_10k_moderate_streamed/branch_site_calibrated_predictions.tsv
-rw-r--r--@ 1 krishnendu  staff    27K May 24 00:23 ./branch_site_neural_explicit_branch_truth_10k_mps_moderate_streamed/branch_site_neural_checkpoint.pt
-rw-r--r--@ 1 krishnendu  staff    36M May 24 00:23 ./branch_site_neural_explicit_branch_truth_10k_mps_moderate_streamed/branch_site_neural_predictions.tsv
-rwx------  1 krishnendu  staff    29K May 16 19:36 ./branch_site_neural_explicit_branch_truth_1k_moderate_streamed/branch_site_neural_checkpoint.pt
-rwx------  1 krishnendu  staff    29K May 13 21:18 ./branch_site_neural_fast_external_10k_high_streamed/branch_site_neural_checkpoint.pt
-rwx------  1 krishnendu  staff    89K Apr 26 19:09 ./neural_v3_saturation_1000/checkpoints/best_model.pt
-rwx------  1 krishnendu  staff    89K Apr 26 19:09 ./neural_v3_saturation_1000/checkpoints/last_model.pt
-rwx------  1 krishnendu  staff    31K Apr 26 19:00 ./neural_v3_saturation_smoke_c19/checkpoints/best_model.pt
-rwx------  1 krishnendu  staff    31K Apr 26 19:00 ./neural_v3_saturation_smoke_c19/checkpoints/last_model.pt
-rwx------  1 krishnendu  staff   1.7K Apr 26 15:06 ./saturation_panel_smoke_c18/tiers/low/tensors/families/family_000001/family_000001.codon_dropout.tensor.npz
-rwx------  1 krishnendu  staff   1.6K Apr 26 15:06 ./saturation_panel_smoke_c18/tiers/low/tensors/families/family_000001/family_000001.identity.tensor.npz
-rwx------  1 krishnendu  staff   1.7K Apr 26 15:06 ./saturation_panel_smoke_c18/tiers/low/tensors/families/family_000002/family_000002.codon_dropout.tensor.npz
-rwx------  1 krishnendu  staff   1.6K Apr 26 15:06 ./saturation_panel_smoke_c18/tiers/low/tensors/families/family_000002/family_000002.identity.tensor.npz
-rwx------  1 krishnendu  staff   1.7K Apr 26 15:06 ./saturation_panel_smoke_c18/tiers/moderate/tensors/families/family_000001/family_000001.codon_dropout.tensor.npz
-rwx------  1 krishnendu  staff   1.7K Apr 26 15:06 ./saturation_panel_smoke_c18/tiers/moderate/tensors/families/family_000001/family_000001.identity.tensor.npz
-rwx------  1 krishnendu  staff   1.7K Apr 26 15:06 ./saturation_panel_smoke_c18/tiers/moderate/tensors/families/family_000002/family_000002.codon_dropout.tensor.npz
-rwx------  1 krishnendu  staff   1.7K Apr 26 15:06 ./saturation_panel_smoke_c18/tiers/moderate/tensors/families/family_000002/family_000002.identity.tensor.npz
-rwx------  1 krishnendu  staff   1.7K Apr 26 18:58 ./saturation_panel_smoke_c19/tiers/low/tensors/families/family_000001/family_000001.codon_dropout.tensor.npz
-rwx------  1 krishnendu  staff   1.6K Apr 26 18:58 ./saturation_panel_smoke_c19/tiers/low/tensors/families/family_000001/family_000001.identity.tensor.npz
-rwx------  1 krishnendu  staff   1.7K Apr 26 18:58 ./saturation_panel_smoke_c19/tiers/low/tensors/families/family_000002/family_000002.codon_dropout.tensor.npz
-rwx------  1 krishnendu  staff   1.6K Apr 26 18:58 ./saturation_panel_smoke_c19/tiers/low/tensors/families/family_000002/family_000002.identity.tensor.npz
-rwx------  1 krishnendu  staff   1.7K Apr 26 18:58 ./saturation_panel_smoke_c19/tiers/moderate/tensors/families/family_000001/family_000001.codon_dropout.tensor.npz
-rwx------  1 krishnendu  staff   1.7K Apr 26 18:58 ./saturation_panel_smoke_c19/tiers/moderate/tensors/families/family_000001/family_000001.identity.tensor.npz
-rwx------  1 krishnendu  staff   1.7K Apr 26 18:58 ./saturation_panel_smoke_c19/tiers/moderate/tensors/families/family_000002/family_000002.codon_dropout.tensor.npz
-rwx------  1 krishnendu  staff   1.7K Apr 26 18:58 ./saturation_panel_smoke_c19/tiers/moderate/tensors/families/family_000002/family_000002.identity.tensor.npz
-rwx------  1 krishnendu  staff    24M May  1 05:12 ./site_dataset_external_aligner_validation_low/site_features.tsv
-rwx------  1 krishnendu  staff    43M Apr 30 14:46 ./site_neural_calibration_quantile_saturation_1000/site_calibrated_predictions.tsv
-rwx------  1 krishnendu  staff    27K May  4 08:54 ./site_neural_external_aligner_validation_extreme/site_neural_checkpoint.pt
-rwx------  1 krishnendu  staff    12K Apr 30 09:57 ./site_neural_smoke_c24/site_neural_checkpoint.pt
-rwx------  1 krishnendu  staff   4.3K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000001/family_000001.identity.tensor.npz
-rwx------  1 krishnendu  staff   4.3K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000001/family_000001.mafft.tensor.npz
-rwx------  1 krishnendu  staff   4.3K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000002/family_000002.identity.tensor.npz
-rwx------  1 krishnendu  staff   4.3K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000002/family_000002.mafft.tensor.npz
-rwx------  1 krishnendu  staff   4.3K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000003/family_000003.identity.tensor.npz
-rwx------  1 krishnendu  staff   4.3K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000003/family_000003.mafft.tensor.npz
-rwx------  1 krishnendu  staff   4.3K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000004/family_000004.identity.tensor.npz
-rwx------  1 krishnendu  staff   4.3K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000004/family_000004.mafft.tensor.npz
-rwx------  1 krishnendu  staff   4.2K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000005/family_000005.identity.tensor.npz
-rwx------  1 krishnendu  staff   4.2K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000005/family_000005.mafft.tensor.npz
-rwx------  1 krishnendu  staff   4.3K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000006/family_000006.identity.tensor.npz
-rwx------  1 krishnendu  staff   4.3K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000006/family_000006.mafft.tensor.npz
-rwx------  1 krishnendu  staff   4.3K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000007/family_000007.identity.tensor.npz
-rwx------  1 krishnendu  staff   4.3K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000007/family_000007.mafft.tensor.npz
-rwx------  1 krishnendu  staff   4.3K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000008/family_000008.identity.tensor.npz
-rwx------  1 krishnendu  staff   4.3K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000008/family_000008.mafft.tensor.npz
-rwx------  1 krishnendu  staff   4.4K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000009/family_000009.identity.tensor.npz
-rwx------  1 krishnendu  staff   4.4K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000009/family_000009.mafft.tensor.npz
-rwx------  1 krishnendu  staff   4.3K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000010/family_000010.identity.tensor.npz
-rwx------  1 krishnendu  staff   4.3K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000010/family_000010.mafft.tensor.npz
-rwx------  1 krishnendu  staff   4.3K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000011/family_000011.identity.tensor.npz
-rwx------  1 krishnendu  staff   4.3K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000011/family_000011.mafft.tensor.npz
-rwx------  1 krishnendu  staff   4.4K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000012/family_000012.identity.tensor.npz
-rwx------  1 krishnendu  staff   4.4K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000012/family_000012.mafft.tensor.npz
-rwx------  1 krishnendu  staff   4.3K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000013/family_000013.identity.tensor.npz
-rwx------  1 krishnendu  staff   4.3K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000013/family_000013.mafft.tensor.npz
-rwx------  1 krishnendu  staff   4.3K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000014/family_000014.identity.tensor.npz
-rwx------  1 krishnendu  staff   4.3K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000014/family_000014.mafft.tensor.npz
-rwx------  1 krishnendu  staff   4.4K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000015/family_000015.identity.tensor.npz
-rwx------  1 krishnendu  staff   4.3K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000015/family_000015.mafft.tensor.npz
-rwx------  1 krishnendu  staff   4.3K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000016/family_000016.identity.tensor.npz
-rwx------  1 krishnendu  staff   4.3K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000016/family_000016.mafft.tensor.npz
-rwx------  1 krishnendu  staff   4.3K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000017/family_000017.identity.tensor.npz
-rwx------  1 krishnendu  staff   4.3K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000017/family_000017.mafft.tensor.npz
-rwx------  1 krishnendu  staff   4.3K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000018/family_000018.identity.tensor.npz
-rwx------  1 krishnendu  staff   4.3K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000018/family_000018.mafft.tensor.npz
-rwx------  1 krishnendu  staff   4.3K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000019/family_000019.identity.tensor.npz
-rwx------  1 krishnendu  staff   4.3K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000019/family_000019.mafft.tensor.npz
-rwx------  1 krishnendu  staff   4.4K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000020/family_000020.identity.tensor.npz
-rwx------  1 krishnendu  staff   4.3K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000020/family_000020.mafft.tensor.npz
-rwx------  1 krishnendu  staff   4.4K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000021/family_000021.identity.tensor.npz
-rwx------  1 krishnendu  staff   4.4K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000021/family_000021.mafft.tensor.npz
-rwx------  1 krishnendu  staff   4.3K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000022/family_000022.identity.tensor.npz
-rwx------  1 krishnendu  staff   4.3K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000022/family_000022.mafft.tensor.npz
-rwx------  1 krishnendu  staff   4.3K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000023/family_000023.identity.tensor.npz
-rwx------  1 krishnendu  staff   4.3K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000023/family_000023.mafft.tensor.npz
-rwx------  1 krishnendu  staff   4.3K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000024/family_000024.identity.tensor.npz
-rwx------  1 krishnendu  staff   4.3K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000024/family_000024.mafft.tensor.npz
-rwx------  1 krishnendu  staff   4.4K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000025/family_000025.identity.tensor.npz
-rwx------  1 krishnendu  staff   4.4K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000025/family_000025.mafft.tensor.npz
-rwx------  1 krishnendu  staff   4.3K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000026/family_000026.identity.tensor.npz
-rwx------  1 krishnendu  staff   4.3K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000026/family_000026.mafft.tensor.npz
-rwx------  1 krishnendu  staff   4.3K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000027/family_000027.identity.tensor.npz
-rwx------  1 krishnendu  staff   4.3K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000027/family_000027.mafft.tensor.npz
-rwx------  1 krishnendu  staff   4.3K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000028/family_000028.identity.tensor.npz
-rwx------  1 krishnendu  staff   4.3K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000028/family_000028.mafft.tensor.npz
-rwx------  1 krishnendu  staff   4.4K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000029/family_000029.identity.tensor.npz
-rwx------  1 krishnendu  staff   4.3K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000029/family_000029.mafft.tensor.npz
-rwx------  1 krishnendu  staff   4.3K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000030/family_000030.identity.tensor.npz
-rwx------  1 krishnendu  staff   4.3K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000030/family_000030.mafft.tensor.npz
-rwx------  1 krishnendu  staff   4.4K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000031/family_000031.identity.tensor.npz
-rwx------  1 krishnendu  staff   4.4K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000031/family_000031.mafft.tensor.npz
-rwx------  1 krishnendu  staff   4.3K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000032/family_000032.identity.tensor.npz
-rwx------  1 krishnendu  staff   4.3K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000032/family_000032.mafft.tensor.npz
-rwx------  1 krishnendu  staff   4.3K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000033/family_000033.identity.tensor.npz
-rwx------  1 krishnendu  staff   4.3K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000033/family_000033.mafft.tensor.npz
-rwx------  1 krishnendu  staff   4.3K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000034/family_000034.identity.tensor.npz
-rwx------  1 krishnendu  staff   4.3K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000034/family_000034.mafft.tensor.npz
-rwx------  1 krishnendu  staff   4.4K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000035/family_000035.identity.tensor.npz
-rwx------  1 krishnendu  staff   4.3K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000035/family_000035.mafft.tensor.npz
-rwx------  1 krishnendu  staff   4.3K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000036/family_000036.identity.tensor.npz
-rwx------  1 krishnendu  staff   4.3K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000036/family_000036.mafft.tensor.npz
-rwx------  1 krishnendu  staff   4.3K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000037/family_000037.identity.tensor.npz
-rwx------  1 krishnendu  staff   4.3K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000037/family_000037.mafft.tensor.npz
-rwx------  1 krishnendu  staff   4.3K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000038/family_000038.identity.tensor.npz
-rwx------  1 krishnendu  staff   4.3K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000038/family_000038.mafft.tensor.npz
-rwx------  1 krishnendu  staff   4.3K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000039/family_000039.identity.tensor.npz
-rwx------  1 krishnendu  staff   4.3K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000039/family_000039.mafft.tensor.npz
-rwx------  1 krishnendu  staff   4.3K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000040/family_000040.identity.tensor.npz
-rwx------  1 krishnendu  staff   4.3K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000040/family_000040.mafft.tensor.npz
-rwx------  1 krishnendu  staff   4.4K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000041/family_000041.identity.tensor.npz
-rwx------  1 krishnendu  staff   4.4K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000041/family_000041.mafft.tensor.npz
-rwx------  1 krishnendu  staff   4.3K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000042/family_000042.identity.tensor.npz
-rwx------  1 krishnendu  staff   4.3K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000042/family_000042.mafft.tensor.npz
-rwx------  1 krishnendu  staff   4.3K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000043/family_000043.identity.tensor.npz
-rwx------  1 krishnendu  staff   4.3K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000043/family_000043.mafft.tensor.npz
-rwx------  1 krishnendu  staff   4.3K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000044/family_000044.identity.tensor.npz
-rwx------  1 krishnendu  staff   4.3K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000044/family_000044.mafft.tensor.npz
-rwx------  1 krishnendu  staff   4.3K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000045/family_000045.identity.tensor.npz
-rwx------  1 krishnendu  staff   4.3K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000045/family_000045.mafft.tensor.npz
-rwx------  1 krishnendu  staff   4.3K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000046/family_000046.identity.tensor.npz
-rwx------  1 krishnendu  staff   4.3K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000046/family_000046.mafft.tensor.npz
-rwx------  1 krishnendu  staff   4.2K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000047/family_000047.identity.tensor.npz
-rwx------  1 krishnendu  staff   4.2K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000047/family_000047.mafft.tensor.npz
-rwx------  1 krishnendu  staff   4.3K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000048/family_000048.identity.tensor.npz
-rwx------  1 krishnendu  staff   4.2K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000048/family_000048.mafft.tensor.npz
-rwx------  1 krishnendu  staff   4.3K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000049/family_000049.identity.tensor.npz
-rwx------  1 krishnendu  staff   4.3K May  3 20:21 ./tensors_external_aligner_validation_high/families/family_000049/family_000049.mafft.tensor.npz
